Source Node    	Target Node    	Interaction Source	Interaction Type
DOCK7	Contig8872_RC	Bayes	Directed
DOCK7	CD109	Bayes	Directed
DOCK7	PIK3C2A	Bayes	Directed
C10orf75	440119	Bayes	Directed
Contig47252_RC	STAT3	Bayes	Directed
HSG00455700	HSS00058055	Bayes	Directed
SOX10	SLC26A9	Bayes	Directed
C19orf59	RNASE3	Bayes	Directed
C19orf59	BTNL8	Bayes	Directed
CA10	GNG3	Bayes	Directed
CA10	HSG00357189	Bayes	Directed
CA10	ELMOD1	Bayes	Directed
CA10	CALB1	Bayes	Directed
PCDHGA10	Contig24024_RC	Bayes	Directed
XM_212431	VIL1	Bayes	Directed
MGST1	NQO1	Bayes	Directed
RSE_00000397169	D16584	Bayes	Directed
AL832409	CLEC2L	Bayes	Directed
CACNB2	ABHD7	Bayes	Directed
HSG00374794	hCT1848841.2	Bayes	Directed
HSG00374794	CA5BL	Bayes	Directed
OR6K3	TRIM42	Bayes	Directed
PCDHA6	29797	Bayes	Directed
AF339820	KIAA1609	Bayes	Directed
SIGLEC7	CCL20	Bayes	Directed
C14orf128	GSTM5	Bayes	Directed
AL049355	HSG00518988	Bayes	Directed
MT1G	MT1P2	Bayes	Directed
ATF1	C1orf63	Bayes	Directed
OPN3	ABHD7	Bayes	Directed
AF147346	YEATS2	Bayes	Directed
ABHD7	SGCG	Bayes	Directed
ABHD7	VSTM2A	Bayes	Directed
ABHD7	ART3	Bayes	Directed
MET	CARTPT	Bayes	Directed
MET	KLHL14	Bayes	Directed
KLRC2	KLRC3	Bayes	Directed
285771	SLC7A9	Bayes	Directed
285771	AL713780	Bayes	Directed
RHBDD2	HSG00312992	Bayes	Directed
RHBDD2	HSS00001782	Bayes	Directed
AL833413	414927	Bayes	Directed
SLC3A1	AF124819	Bayes	Directed
LUM	HMCN1	Bayes	Directed
AL713780	PLXNA2	Bayes	Directed
AL713780	AK022000	Bayes	Directed
SLC25A27	C10orf11	Bayes	Directed
COL4A5	SH3TC2	Bayes	Directed
MOG	TF	Bayes	Directed
MOG	PCSK6	Bayes	Directed
MOG	646576	Bayes	Directed
MOG	ERBB3	Bayes	Directed
MOG	DNAH17	Bayes	Directed
MOG	TMC7	Bayes	Directed
MOG	S1PR5	Bayes	Directed
MOG	283999	Bayes	Directed
HSS00041008	NANOGP1	Bayes	Directed
HSS00041008	AF086049	Bayes	Directed
RIOK3	HIGD1B	Bayes	Directed
GABRG2	SNAP91	Bayes	Directed
GABRG2	NLK	Bayes	Directed
GABRG2	RSE_00000578530	Bayes	Directed
hCT1970489.1	Contig9780_RC	Bayes	Directed
MAGEA8	HSS00131228	Bayes	Directed
MAGEA8	AF086328	Bayes	Directed
AK056840	ABCA6	Bayes	Directed
AK056840	AK022139	Bayes	Directed
AK056840	AK024123	Bayes	Directed
TTYH2	NKX6-2	Bayes	Directed
TTYH2	PHLDB1	Bayes	Directed
TTYH2	NDE1	Bayes	Directed
TTYH2	57580	Bayes	Directed
TTYH2	MYO1D	Bayes	Directed
TTYH2	MAL	Bayes	Directed
TTYH2	CYP27A1	Bayes	Directed
TTYH2	RTKN	Bayes	Directed
TTYH2	NPC1	Bayes	Directed
TTYH2	PLXNB3	Bayes	Directed
BIN2	Contig38320_RC	Bayes	Directed
hCT1970811	AK057578	Bayes	Directed
hCT1970811	AL109716	Bayes	Directed
hCT1970811	HSS00082598	Bayes	Directed
hCT1970811	TBC1D16	Bayes	Directed
hCT1970811	LYPD1	Bayes	Directed
hCT1970811	TNS3	Bayes	Directed
hCT1970811	SDS	Bayes	Directed
DIAPH3	KCNJ16	Bayes	Directed
NOV	ALDH1A2	Bayes	Directed
MOAP1	GREM2	Bayes	Directed
MOAP1	PFN2	Bayes	Directed
MOAP1	NDUFA4	Bayes	Directed
MOAP1	BEX1	Bayes	Directed
MOAP1	C6orf114	Bayes	Directed
EVI2A	BC037932	Bayes	Directed
EVI2A	CLDND1	Bayes	Directed
EVI2A	HSD11B1	Bayes	Directed
EVI2A	SLC31A2	Bayes	Directed
EVI2A	C21orf91	Bayes	Directed
PSD3	BC030101	Bayes	Directed
ARC	NPAS4	Bayes	Directed
ARC	SPATA2L	Bayes	Directed
ARC	AK024553	Bayes	Directed
ENST00000282683	ENST00000298653	Bayes	Directed
ENST00000282683	hCT2251078	Bayes	Directed
ENST00000282683	284288	Bayes	Directed
AK024123	SMURF1	Bayes	Directed
Contig36728_RC	FAM55C	Bayes	Directed
ST8SIA3	MAPK8	Bayes	Directed
ST8SIA3	HS6ST3	Bayes	Directed
ST8SIA3	FAIM2	Bayes	Directed
CASP5	145781	Bayes	Directed
CASP5	RDH10	Bayes	Directed
PRKACB	C14orf129	Bayes	Directed
PRKACB	hCG_1776259	Bayes	Directed
PRKACB	MTMR6	Bayes	Directed
PRKACB	Contig42430_RC	Bayes	Directed
PRKACB	MBNL2	Bayes	Directed
PRKACB	RBM18	Bayes	Directed
PRKACB	SACS	Bayes	Directed
PRKACB	GPR137C	Bayes	Directed
PRKACB	AF131843	Bayes	Directed
PRKACB	CHSY3	Bayes	Directed
PRKACB	DCK	Bayes	Directed
PRKACB	CNOT7	Bayes	Directed
PRKACB	Contig41798_RC	Bayes	Directed
PRKACB	LRRC7	Bayes	Directed
NRN1	STXBP5L	Bayes	Directed
NRN1	PCSK1	Bayes	Directed
NRN1	FRMPD2	Bayes	Directed
NRN1	KIAA1045	Bayes	Directed
NRN1	RBM9	Bayes	Directed
RTKN	C1orf198	Bayes	Directed
RTKN	ADIPOR2	Bayes	Directed
RTKN	LIPE	Bayes	Directed
RTKN	ABCG1	Bayes	Directed
RTKN	IHPK3	Bayes	Directed
hCT1835226.2	B3GNT2	Bayes	Directed
FABP5L7	FABP5	Bayes	Directed
FABP5L7	344332	Bayes	Directed
EML2	U2AF1	Bayes	Directed
ROM1	PGAM2	Bayes	Directed
ROM1	C4A	Bayes	Directed
MYBL2	TFCP2L1	Bayes	Directed
MYBL2	ASCC3	Bayes	Directed
MYBL2	DEPDC1	Bayes	Directed
MYBL2	DLG7	Bayes	Directed
AL512695	FGF13	Bayes	Directed
AL512695	MAP2	Bayes	Directed
AL512695	DOK6	Bayes	Directed
AL512695	IDS	Bayes	Directed
AL512695	HSG00349159	Bayes	Directed
CENPE	NOX4	Bayes	Directed
HSG00424689	AL109791	Bayes	Directed
HSG00424689	AK022016	Bayes	Directed
HSG00424689	344148	Bayes	Directed
PTPRR	ETV1	Bayes	Directed
PTPRR	NOV	Bayes	Directed
NIT2	AF086179	Bayes	Directed
hCT1771897.1	RPS20	Bayes	Directed
FAHD1	ITGB3BP	Bayes	Directed
GPR22	CHN1	Bayes	Directed
GPR22	EFCAB7	Bayes	Directed
C21orf37	NKAIN2	Bayes	Directed
C21orf37	BC035629	Bayes	Directed
DEPDC7	DAO	Bayes	Directed
CDC42EP4	OAF	Bayes	Directed
AGBL2	388882	Bayes	Directed
KLF4	KLF2	Bayes	Directed
Contig41352_RC	PRRC1	Bayes	Directed
Contig41352_RC	Contig24453_RC	Bayes	Directed
X97444	hCT2284819	Bayes	Directed
X97444	PRDX4	Bayes	Directed
X97444	PCNA	Bayes	Directed
X97444	HNRNPF	Bayes	Directed
X97444	CRY1	Bayes	Directed
X97444	HESX1	Bayes	Directed
X97444	GCA	Bayes	Directed
TMPRSS4	C12orf56	Bayes	Directed
TMPRSS4	HSS00183321	Bayes	Directed
KIAA0101	BUB1	Bayes	Directed
KIAA0101	hCT2286254	Bayes	Directed
KIAA0101	CENPA	Bayes	Directed
DLG3	ATP2B2	Bayes	Directed
DLG3	ARL4C	Bayes	Directed
C9orf150	AK001125	Bayes	Directed
SHC1	AK092108	Bayes	Directed
SHC1	MIDN	Bayes	Directed
APBB2	IGSF11	Bayes	Directed
DDIT4	HSG00408372	Bayes	Directed
REEP4	TCTEX1D1	Bayes	Directed
REEP4	TK1	Bayes	Directed
CD47	SATL1	Bayes	Directed
PSMB9	TAP1	Bayes	Directed
PSMB9	PARP14	Bayes	Directed
OR6F1	647309	Bayes	Directed
OR6F1	CXorf25	Bayes	Directed
AKR1C2	AKR1C1	Bayes	Directed
AK055696	CECR2	Bayes	Directed
AK055696	TEX14	Bayes	Directed
AK055696	AK000974	Bayes	Directed
hCT6710.3	hCT23517.2	Bayes	Directed
hCT6710.3	646753	Bayes	Directed
C12orf35	NOL11	Bayes	Directed
C12orf35	DNA2	Bayes	Directed
AF124819	HSG00456635	Bayes	Directed
hCT1643705.4	RSE_00000801839	Bayes	Directed
hCT1643705.4	GLUL	Bayes	Directed
hCT1643705.4	HSG00454070	Bayes	Directed
hCT1643705.4	SLC15A2	Bayes	Directed
ST6GALNAC5	RAB3C	Bayes	Directed
ST6GALNAC5	HTR7	Bayes	Directed
ST6GALNAC5	KCNB2	Bayes	Directed
EFCAB7	hCT2259022	Bayes	Directed
NPM2	TIMM13	Bayes	Directed
NPM2	54621	Bayes	Directed
NPM2	hCT2283221	Bayes	Directed
NPM2	DGCR9	Bayes	Directed
HSG00273315	387939	Bayes	Directed
HSG00273315	HSS00138824	Bayes	Directed
HSG00273315	Contig30833_RC	Bayes	Directed
HSG00273315	HSS00181550	Bayes	Directed
ATG4C	GAB1	Bayes	Directed
ATG4C	SLC22A15	Bayes	Directed
ATG4C	ANLN	Bayes	Directed
hCG_1790474	ATP6AP2	Bayes	Directed
hCG_1790474	hCG_18385	Bayes	Directed
113230	SH3BGRL2	Bayes	Directed
113230	HSG00507836	Bayes	Directed
113230	TNFRSF6B	Bayes	Directed
113230	hCT14280.2	Bayes	Directed
13-Sep	ANP32A	Bayes	Directed
13-Sep	SH2B2	Bayes	Directed
TOMM20	DSTN	Bayes	Directed
TOMM20	RALB	Bayes	Directed
TOMM20	SLC12A7	Bayes	Directed
TOMM20	TBC1D7	Bayes	Directed
hCT2327428	XM_115995	Bayes	Directed
hCT2327428	XM_092681	Bayes	Directed
hCT2327428	729454	Bayes	Directed
hCT1970898.1	PCDH17	Bayes	Directed
hCT1970898.1	DCHS2	Bayes	Directed
hCT1970898.1	CADM2	Bayes	Directed
BCL6B	HSS00214086	Bayes	Directed
TMED2	ARF6	Bayes	Directed
TMED2	ENST00000301688	Bayes	Directed
TMED2	MIB1	Bayes	Directed
TMED2	VPS4B	Bayes	Directed
TMED2	CSNK1A1	Bayes	Directed
TMED2	DPP8	Bayes	Directed
TMED2	XM_116156	Bayes	Directed
TMED2	PTPLAD1	Bayes	Directed
TMED2	11049	Bayes	Directed
TMED2	STT3B	Bayes	Directed
TMED2	hCT1641284.2	Bayes	Directed
IL18RAP	IL8RB	Bayes	Directed
IL18RAP	PF4	Bayes	Directed
IL18RAP	CST7	Bayes	Directed
IL18RAP	IL1R2	Bayes	Directed
CHGB	XM_115036	Bayes	Directed
CHGB	C18orf50	Bayes	Directed
CHGB	BEX5	Bayes	Directed
CHGB	SUSD1	Bayes	Directed
CHGB	MOAP1	Bayes	Directed
SLC12A4	MASP1	Bayes	Directed
PRELP	ADAM33	Bayes	Directed
PRELP	PEAR1	Bayes	Directed
PRELP	WNT6	Bayes	Directed
PRELP	FOXD1	Bayes	Directed
PRELP	PODN	Bayes	Directed
OSR1	TP53I11	Bayes	Directed
OSR1	BMP5	Bayes	Directed
KNTC1	LEFTY1	Bayes	Directed
SERPINA3	TRIM47	Bayes	Directed
SERPINA3	ALPK1	Bayes	Directed
SERPINA3	ADAMTS9	Bayes	Directed
SERPINA3	EDN3	Bayes	Directed
SERPINA3	C6orf145	Bayes	Directed
SLC6A20	SERPIND1	Bayes	Directed
SLC6A20	STRA6	Bayes	Directed
AF085933	TMPRSS6	Bayes	Directed
NECAP2	TRIP6	Bayes	Directed
NECAP2	CPT2	Bayes	Directed
NECAP2	TRIM48	Bayes	Directed
NECAP2	ABHD4	Bayes	Directed
NECAP2	PLEKHA7	Bayes	Directed
NECAP2	GALNT10	Bayes	Directed
NECAP2	TP53	Bayes	Directed
BMP5	SLC47A1	Bayes	Directed
CD180	HSS00273723	Bayes	Directed
C1S	C1R	Bayes	Directed
C1S	SERPING1	Bayes	Directed
C1S	AL831840	Bayes	Directed
C1S	CELSR1	Bayes	Directed
HLA-DOA	HSS00209331	Bayes	Directed
FAM76B	Contig40209_RC	Bayes	Directed
NID1	FMO2	Bayes	Directed
SPAG5	SESN2	Bayes	Directed
SPAG5	FRAT2	Bayes	Directed
TANC1	NFE2L3	Bayes	Directed
TANC1	SNCG	Bayes	Directed
C9orf33	Contig15169_RC	Bayes	Directed
C9orf33	AK025126	Bayes	Directed
C9orf33	AF085859	Bayes	Directed
COL4A2	LAMA5	Bayes	Directed
COL4A2	COL4A1	Bayes	Directed
COL4A2	TBX1	Bayes	Directed
CENPK	RSE_00000232263	Bayes	Directed
MT1E	MT1DP	Bayes	Directed
MT1E	MT1F	Bayes	Directed
AF075045	DPH5	Bayes	Directed
ANLN	C21orf131	Bayes	Directed
ANLN	HSG00426466	Bayes	Directed
ANLN	TBC1D12	Bayes	Directed
ANLN	KIAA1324L	Bayes	Directed
ABHD4	ATP6V0E1	Bayes	Directed
ABHD4	HVCN1	Bayes	Directed
ABHD4	PLIN	Bayes	Directed
HLA-C	HLA-B	Bayes	Directed
HLA-C	HLA-F	Bayes	Directed
HLA-C	B2M	Bayes	Directed
SYNJ2	PIF1	Bayes	Directed
SYNJ2	NIPA1	Bayes	Directed
SLAIN1	LAMP2	Bayes	Directed
SLAIN1	AK090977	Bayes	Directed
hCT1951519.1	MSTN	Bayes	Directed
HS6ST2	PHF19	Bayes	Directed
HSG00413164	TBC1D9	Bayes	Directed
HSG00413164	FAM3C	Bayes	Directed
HSG00413164	TC2N	Bayes	Directed
hCT2257040	ALDH1A3	Bayes	Directed
hCT2257040	AK055807	Bayes	Directed
AL390153	643338	Bayes	Directed
TMEM87B	RND3	Bayes	Directed
TMEM87B	MPZL1	Bayes	Directed
NAPB	CADPS	Bayes	Directed
NAPB	HSS00046005	Bayes	Directed
HSPB1	SHC1	Bayes	Directed
HSPB1	PALLD	Bayes	Directed
CRTAM	CXCL9	Bayes	Directed
FSD1L	SNX16	Bayes	Directed
FSD1L	HPS1	Bayes	Directed
HERC5	NMI	Bayes	Directed
KCTD8	KIAA0802	Bayes	Directed
BDH2	HSG00238998	Bayes	Directed
AK054892	AL157448	Bayes	Directed
AK054892	NM_014084	Bayes	Directed
AK054892	C8orf16	Bayes	Directed
AK054892	AK054848	Bayes	Directed
AK054892	AK055146	Bayes	Directed
AK054892	BC041025	Bayes	Directed
NPC2	H3F3B	Bayes	Directed
ANKRD34C	HSG00518482	Bayes	Directed
ANKRD34C	TYRP1	Bayes	Directed
ANKRD34C	HDAC9	Bayes	Directed
ANKRD34C	PTPN20B	Bayes	Directed
ANKRD34C	MKX	Bayes	Directed
ANKRD34C	TMEM155	Bayes	Directed
HSG00405532	LAP3	Bayes	Directed
HSG00405532	IL12A	Bayes	Directed
STYK1	SLITRK5	Bayes	Directed
STYK1	C1orf74	Bayes	Directed
STYK1	AF052119	Bayes	Directed
Contig35424_RC	GALNT9	Bayes	Directed
Contig35424_RC	CFC1	Bayes	Directed
Contig35424_RC	C14orf147	Bayes	Directed
Contig35424_RC	REEP3	Bayes	Directed
Contig35424_RC	NEDD1	Bayes	Directed
Contig35424_RC	CLN5	Bayes	Directed
Contig35424_RC	TCERG1L	Bayes	Directed
Contig35424_RC	HIST2H3A	Bayes	Directed
Contig35424_RC	X97444	Bayes	Directed
Contig35424_RC	BTG3	Bayes	Directed
PCTK3	C1orf203	Bayes	Directed
PCTK3	PLEKHG3	Bayes	Directed
BAZ1A	CNIH4	Bayes	Directed
BAZ1A	DST	Bayes	Directed
BAZ1A	PNMT	Bayes	Directed
BAZ1A	FNDC5	Bayes	Directed
BAZ1A	GRASP	Bayes	Directed
BAZ1A	BC027980	Bayes	Directed
C21orf34	AL157488	Bayes	Directed
C21orf34	Contig14068_RC	Bayes	Directed
C21orf34	X75685	Bayes	Directed
ZBTB16	TMEM204	Bayes	Directed
ZBTB16	EEF2K	Bayes	Directed
ZBTB16	SLC38A11	Bayes	Directed
ZBTB16	HSS00304956	Bayes	Directed
ZBTB16	DGKG	Bayes	Directed
ZBTB16	EMILIN3	Bayes	Directed
DLEC1	GALR1	Bayes	Directed
DLEC1	C10orf105	Bayes	Directed
DLEC1	C21orf82	Bayes	Directed
IFIT2	HIST1H2AC	Bayes	Directed
AL359605	SLC12A5	Bayes	Directed
AL359605	C11orf41	Bayes	Directed
AL359605	ATP2B2	Bayes	Directed
AL359605	ST6GALNAC5	Bayes	Directed
PITPNM1	TNRC4	Bayes	Directed
PITPNM1	CLSTN3	Bayes	Directed
HRASLS	ADD2	Bayes	Directed
HRASLS	C21orf99	Bayes	Directed
TLR2	MTHFD2	Bayes	Directed
TLR2	MS4A6A	Bayes	Directed
TLR2	PTPRC	Bayes	Directed
TLR2	TRIM22	Bayes	Directed
TLR2	C1orf162	Bayes	Directed
TLR2	RUNX1	Bayes	Directed
TLR2	IL13RA1	Bayes	Directed
TLR2	PSTPIP2	Bayes	Directed
TLR2	CD14	Bayes	Directed
TLR2	IFI30	Bayes	Directed
TLR2	SQRDL	Bayes	Directed
ITGBL1	STAT4	Bayes	Directed
ITGBL1	HECW1	Bayes	Directed
ITGBL1	Contig14632_RC	Bayes	Directed
ITGBL1	CNTNAP5	Bayes	Directed
SNTB1	CTSO	Bayes	Directed
SNTB1	RPE65	Bayes	Directed
BTG2	SNF1LK	Bayes	Directed
BTG2	HES1	Bayes	Directed
hCT32256.3	PGM2	Bayes	Directed
AF456478	HSS00043876	Bayes	Directed
AK026500	AF074994	Bayes	Directed
FXYD5	TRIM38	Bayes	Directed
FXYD5	SLC16A5	Bayes	Directed
CSF2RA	SELPLG	Bayes	Directed
RAD18	BBS7	Bayes	Directed
DYNLT1	PCP4L1	Bayes	Directed
APOBEC3A	FCN1	Bayes	Directed
HSD17B6	FAT	Bayes	Directed
RASL10A	RTN4R	Bayes	Directed
CCDC50	SERP1	Bayes	Directed
LPA	AL050039	Bayes	Directed
ACAA2	CROCCL1	Bayes	Directed
ACAA2	TUBB2B	Bayes	Directed
ACAA2	EPHX2	Bayes	Directed
ACAA2	648603	Bayes	Directed
VRK2	FAM126A	Bayes	Directed
HSS00342343	HSS00369331	Bayes	Directed
RHOBTB3	RHOBTB3	Bayes	Directed
RHOBTB3	AHCYL1	Bayes	Directed
HDAC1	SLCO2B1	Bayes	Directed
HDAC1	A2M	Bayes	Directed
HDAC1	ABCB1	Bayes	Directed
HDAC1	GIMAP4	Bayes	Directed
SLC7A10	DIO2	Bayes	Directed
SLC7A10	PLA2G5	Bayes	Directed
SLC7A10	COL5A3	Bayes	Directed
SLC7A10	HPSE2	Bayes	Directed
SLC7A10	HES5	Bayes	Directed
SLC7A10	WIF1	Bayes	Directed
SLC7A10	Contig36421_RC	Bayes	Directed
SLC7A10	TRIB1	Bayes	Directed
SLC7A10	SLC13A5	Bayes	Directed
C10orf38	ANKRD20A1	Bayes	Directed
HSS00164397	hCT2271985	Bayes	Directed
HSS00164397	GNAT2	Bayes	Directed
HSS00164397	AF085827	Bayes	Directed
HSS00164397	hCT2308977	Bayes	Directed
HSS00164397	BC040978	Bayes	Directed
HSS00164397	202459	Bayes	Directed
HSS00164397	XM_211384	Bayes	Directed
ST6GALNAC1	SLC38A5	Bayes	Directed
ST6GALNAC1	DACT2	Bayes	Directed
ST6GALNAC1	NET1	Bayes	Directed
ST6GALNAC1	TMEM45B	Bayes	Directed
OXGR1	AK098707	Bayes	Directed
PLSCR4	SLC44A3	Bayes	Directed
PLSCR4	NPL	Bayes	Directed
PLSCR4	CNN3	Bayes	Directed
PLSCR4	GABRG1	Bayes	Directed
PLSCR4	NEDD4	Bayes	Directed
PLSCR4	SNTB1	Bayes	Directed
PLSCR4	PRRX1	Bayes	Directed
TAC3	CALB2	Bayes	Directed
IL1R2	FPR1	Bayes	Directed
IL1R2	VNN1	Bayes	Directed
EPHX1	GPR146	Bayes	Directed
EPHX1	HVCN1	Bayes	Directed
IFI30	HMOX1	Bayes	Directed
IFI30	TYMP	Bayes	Directed
IFI30	LAT2	Bayes	Directed
CFHR1	CFH	Bayes	Directed
CFHR1	ANXA2P1	Bayes	Directed
CFHR1	CFHR1	Bayes	Directed
ANKRD30B	NLRP2	Bayes	Directed
Contig14284_RC	AY007089	Bayes	Directed
Contig14284_RC	HSS00020549	Bayes	Directed
PLAC8	GPR65	Bayes	Directed
NAT6	AMZ1	Bayes	Directed
C10orf33	TMPRSS5	Bayes	Directed
C10orf33	CCDC127	Bayes	Directed
C10orf33	PDIA4	Bayes	Directed
C10orf33	AK000053	Bayes	Directed
C10orf33	SNX18	Bayes	Directed
C10orf33	PRR4	Bayes	Directed
C10orf33	AHSA2	Bayes	Directed
AF339810	GBP3	Bayes	Directed
AF339810	SFRS6	Bayes	Directed
SLC1A3	TGFB2	Bayes	Directed
SLC1A3	SLC39A12	Bayes	Directed
SLC1A3	EMX2	Bayes	Directed
SLC1A3	ADORA2B	Bayes	Directed
SLC1A3	INHBB	Bayes	Directed
SLC1A3	METTL7A	Bayes	Directed
SLC1A3	ELOVL2	Bayes	Directed
SLC1A3	S1PR1	Bayes	Directed
SLC1A3	GJA1	Bayes	Directed
SLC1A3	GRAMD1C	Bayes	Directed
PRRX1	ELAVL1	Bayes	Directed
U90437	DYNC1H1	Bayes	Directed
U90437	AF147440	Bayes	Directed
U90437	HSG00404246	Bayes	Directed
Contig45549_RC	CKMT2	Bayes	Directed
Contig45549_RC	ZMYND12	Bayes	Directed
GPR109B	GPR109A	Bayes	Directed
ADFP	AK054741	Bayes	Directed
ADFP	MYD88	Bayes	Directed
ADFP	HIST1H1C	Bayes	Directed
ADFP	hCT1832239.2	Bayes	Directed
ADFP	ADFP	Bayes	Directed
ADFP	TNFRSF1A	Bayes	Directed
SERPINA1	LILRB3	Bayes	Directed
SERPINA1	KYNU	Bayes	Directed
SERPINA1	ABI3	Bayes	Directed
SERPINA1	283483	Bayes	Directed
285423	MTNR1A	Bayes	Directed
SLC2A14	AKR1C2	Bayes	Directed
COL9A2	KIAA1755	Bayes	Directed
COL9A2	TPPP3	Bayes	Directed
COL9A2	NACAD	Bayes	Directed
COL9A2	441501	Bayes	Directed
MAGEA3	EPB42	Bayes	Directed
MAGEA3	C8orf22	Bayes	Directed
UNG	GMNN	Bayes	Directed
LRRC15	C6orf163	Bayes	Directed
LRRC15	HBBP1	Bayes	Directed
AK055146	AK000930	Bayes	Directed
AK055146	AK057150	Bayes	Directed
AK055146	AK024999	Bayes	Directed
CHSY3	MAN1A1	Bayes	Directed
CHSY3	CNTN5	Bayes	Directed
TP53INP2	PAQR6	Bayes	Directed
TP53INP2	PKP4	Bayes	Directed
TP53INP2	C9orf58	Bayes	Directed
TP53INP2	SPTBN1	Bayes	Directed
XM_172616	ENST00000301253	Bayes	Directed
XM_172616	hCT1829216.2	Bayes	Directed
C5orf35	MYO15A	Bayes	Directed
NCAPD2	BRCA1	Bayes	Directed
HSD11B1L	AP1S1	Bayes	Directed
LITAF	SYPL1	Bayes	Directed
LITAF	ACSL1	Bayes	Directed
LITAF	SLC35D2	Bayes	Directed
LITAF	HBEGF	Bayes	Directed
LITAF	BAMBI	Bayes	Directed
LITAF	TANC1	Bayes	Directed
NBEA	C6orf117	Bayes	Directed
NBEA	CHGB	Bayes	Directed
NBEA	PREP	Bayes	Directed
DNAH3	XM_174639	Bayes	Directed
hCT2328309	FAM60A	Bayes	Directed
hCT2328309	hCT2252339	Bayes	Directed
hCT2328309	hCT2315892	Bayes	Directed
AF085983	RNF141	Bayes	Directed
PSEN1	TMEM206	Bayes	Directed
PSEN1	SLC44A1	Bayes	Directed
hCT1642584.2	SCN9A	Bayes	Directed
PLOD2	P4HA1	Bayes	Directed
PLOD2	FNDC3B	Bayes	Directed
PLOD2	HS3ST3B1	Bayes	Directed
PLOD2	AL110176	Bayes	Directed
DUXAP10	AF146695	Bayes	Directed
ZNRF3	AK026818	Bayes	Directed
AF086069	STEAP4	Bayes	Directed
CORO2A	HSS00303261	Bayes	Directed
CORO2A	IGFBPL1	Bayes	Directed
LGALS3	LGALS3	Bayes	Directed
LGALS3	C1orf54	Bayes	Directed
SLC19A3	SLC1A7	Bayes	Directed
SLC19A3	AK090912	Bayes	Directed
C18orf58	HSS00061243	Bayes	Directed
C18orf58	Contig32322_RC	Bayes	Directed
SAT1	MCL1	Bayes	Directed
HIST3H2BB	MT1A	Bayes	Directed
HIST3H2BB	AF181286	Bayes	Directed
HIST3H2BB	BC029166	Bayes	Directed
HIST3H2BB	XM_212431	Bayes	Directed
PHF19	SELL	Bayes	Directed
OTOS	AGBL2	Bayes	Directed
CTXN1	ODZ3	Bayes	Directed
CTXN1	C1orf95	Bayes	Directed
CTXN1	KIF12	Bayes	Directed
CTXN1	400556	Bayes	Directed
CD44	CHI3L2	Bayes	Directed
CD44	3-Mar	Bayes	Directed
CD44	hCG_1776018	Bayes	Directed
CD44	WDR49	Bayes	Directed
CD44	HERC5	Bayes	Directed
AK057988	AK023748	Bayes	Directed
AK057988	AL833227	Bayes	Directed
AK057988	MSI2	Bayes	Directed
BOLL	SGOL1	Bayes	Directed
BOLL	XM_172377	Bayes	Directed
BOLL	hCT5597.3	Bayes	Directed
IGHA1	ST8SIA4	Bayes	Directed
IGHA1	HES2	Bayes	Directed
IGHA1	HSS00340145	Bayes	Directed
IGHA1	DCST2	Bayes	Directed
TMTC4	PSME4	Bayes	Directed
VSTM2A	IMPG1	Bayes	Directed
VSTM2A	VSTM2A	Bayes	Directed
VSTM2A	GRM1	Bayes	Directed
VSTM2A	LANCL3	Bayes	Directed
VSTM2A	FAM84A	Bayes	Directed
VSTM2A	WNT2	Bayes	Directed
STX11	TNFRSF11B	Bayes	Directed
STX11	SELE	Bayes	Directed
STX11	RTEL1	Bayes	Directed
80094	NM_024978	Bayes	Directed
80094	55698	Bayes	Directed
80094	AF085900	Bayes	Directed
80094	KLK14	Bayes	Directed
Contig35596_RC	375295	Bayes	Directed
ISOC2	PTK7	Bayes	Directed
DBX2	ZNF788	Bayes	Directed
RSE_00000578530	VPS36	Bayes	Directed
CD55	ELL2	Bayes	Directed
RNF182	A2ML1	Bayes	Directed
RNF182	Contig20847_RC	Bayes	Directed
RP11-118H4.2	CDKN2AIPNL	Bayes	Directed
RP11-118H4.2	HSD11B1L	Bayes	Directed
RP11-118H4.2	MPV17L	Bayes	Directed
DPT	HHAT	Bayes	Directed
KCNK1	DLEU7	Bayes	Directed
GFRA3	C1orf182	Bayes	Directed
GFRA3	SLC17A7	Bayes	Directed
SEPP1	ABCA8	Bayes	Directed
ENST00000295064	Contig29015_RC	Bayes	Directed
CREB5	HSG00454603	Bayes	Directed
CREB5	TMEM165	Bayes	Directed
CREB5	AK021493	Bayes	Directed
CREB5	WDR51B	Bayes	Directed
CREB5	RHOU	Bayes	Directed
CNTN2	348938	Bayes	Directed
CNTN2	SEMA4D	Bayes	Directed
CNTN2	PTPDC1	Bayes	Directed
CNTN2	THBS2	Bayes	Directed
CNTN2	GAL3ST1	Bayes	Directed
CNTN2	MAP6D1	Bayes	Directed
CNTN2	SLC16A8	Bayes	Directed
BC012900	PER2	Bayes	Directed
CX3CR1	PTAFR	Bayes	Directed
CX3CR1	P2RY13	Bayes	Directed
CX3CR1	BC030092	Bayes	Directed
CX3CR1	GAL3ST4	Bayes	Directed
ALLC	COLEC11	Bayes	Directed
ALLC	HSS00337248	Bayes	Directed
HNF4G	EREG	Bayes	Directed
157503	XKR4	Bayes	Directed
ITGAM	HLA-DRB6	Bayes	Directed
ITGAM	SAMSN1	Bayes	Directed
ITGAM	PTGS1	Bayes	Directed
PNPT1	CCNA2	Bayes	Directed
PNPT1	Contig47655_RC	Bayes	Directed
