Source Node    	Target Node    	Interaction Source	Interaction Type
PARVB	ITGB1	Focal adhesion	Not Directed
ZYX	ACTN4	Focal adhesion	Not Directed
COL1A1	ITGA9	ECM-receptor interaction	Not Directed
VAV3	RAC1	Focal adhesion	Not Directed
ICOS	CD40LG	T cell receptor signaling pathway	Not Directed
MAP3K7	CCL4	Toll-like receptor signaling pathway	Not Directed
NRAS	ARAF	Acute myeloid leukemia	Not Directed
GRB2	SOS1	Insulin signaling pathway	Not Directed
GABARAP	ATG7	Regulation of autophagy	Not Directed
GRAP2	LCP2	T cell receptor signaling pathway	Not Directed
Perforin	Perforin	Lipoprotein metabolism II. HDL metabolism	Not Directed
CLDN11	CLDN11	Cell adhesion molecules (CAMs)	Not Directed
GRB10	IRS-1	Leucine and lysine metabolism	Not Directed
LAMC3	ITGA1	ECM-receptor interaction	Not Directed
RRAS2	ARHGEF6	Regulation of actin cytoskeleton	Not Directed
Erk (MAPK1/3)	MNK1	Erk Interactions: Activation and selected Erk targets	Not Directed
CXCL2	IL8RB	Cytokine-cytokine receptor interaction	Not Directed
TPO	MPL	Cytokine-cytokine receptor interaction	Not Directed
LAMC3	ITGB1	Focal adhesion	Not Directed
Hedgehog	Patched	Pentose phosphate pathway	Not Directed
FRAP1	RPS6KB1	Insulin signaling pathway	Not Directed
ADIPOR1	CAMKK2	Adipocytokine signaling pathway	Not Directed
CDH4	CDH4	Cell adhesion molecules (CAMs)	Not Directed
TNFSF14	TNFRSF6B	Cytokine-cytokine receptor interaction	Not Directed
CDKN1A	CCND1	Chronic myeloid leukemia	Not Directed
OCLN	TJP3	Tight junction	Not Directed
BMP2	BMPR1A	Cytokine-cytokine receptor interaction	Not Directed
SLIT2	ROBO2	Axon guidance	Not Directed
CNTNAP2	CNTN2	Cell adhesion molecules (CAMs)	Not Directed
SOS1	HRAS	ErbB signaling pathway	Not Directed
c-Fos	PLAUR (uPAR)	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
PECAM1	PECAM1	Cell adhesion molecules (CAMs)	Not Directed
CRK	RHOQ	Insulin signaling pathway	Not Directed
Protein C inhibitor	Kallikrein 1	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
MAPK1	RPS6KA6	Long-term potentiation	Not Directed
CALML6	PYGB	Insulin signaling pathway	Not Directed
GLI1	BMP2	Basal cell carcinoma	Not Directed
STAT3	PIM2	Acute myeloid leukemia	Not Directed
CrkL	GCKR(MAP4K5)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
HSPG2	DAG1	ECM-receptor interaction	Not Directed
CLCF1	CNTFR	Cytokine-cytokine receptor interaction	Not Directed
NKD1	DVL1	Wnt signaling pathway	Not Directed
MAP2K1	MAPK1	Fc epsilon RI signaling pathway	Not Directed
MAP3K10	MAPK8IP3	MAPK signaling pathway	Not Directed
RPS6KA6	ATF4	Long-term potentiation	Not Directed
CTNNB1	LEF1	Wnt signaling pathway	Not Directed
NEDD4	PDZ-GEF1	CTP/UTP metabolism	Not Directed
PDGF-R-beta	Fyn	Fatty acid synthesis I	Not Directed
CASP7	DFFA	Apoptosis	Not Directed
ROCK1	SLC9A1	Regulation of actin cytoskeleton	Not Directed
CYP11A1	"22(R)-hydroxycholesterol + [O] = 20(S),22(R)-dihydroxycholesterol"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
EGFR	GRB2	GnRH signaling pathway	Not Directed
PTPN6	PDCD1	T cell receptor signaling pathway	Not Directed
KDR	SH2D2A	VEGF signaling pathway	Not Directed
PARK2	SNCAIP	Parkinson's disease	Not Directed
CASP9	CASP3	Apoptosis	Not Directed
IGF-1 receptor	IRS-4	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
ITGB2	ITGAL	Leukocyte transendothelial migration	Not Directed
WNT7B	FZD1	G12a specific GPCRs (in brain)	Not Directed
Olfactory receptor	G-protein alpha-olf	Fatty acid synthesis I	Not Directed
MDM2	p53	Pentose phosphate pathway	Not Directed
VASP	ITGA11	Focal adhesion	Not Directed
IL10RB	IL28RA	Cytokine-cytokine receptor interaction	Not Directed
CDK4	CCND1	Glioma	Not Directed
ZAP70	SHC2	Natural killer cell mediated cytotoxicity	Not Directed
PLAU	PLAUR	Complement and coagulation cascades	Not Directed
"PtdIns(3,4,5)P3"	SH2B	Pleckstrin homology proteins interactions. Part I	Not Directed
JAK2	IRS-1	Polyamines metabolism	Not Directed
SMAD2	SMAD4	TGF-beta signaling pathway	Not Directed
FYN	PLXNA1	Axon guidance	Not Directed
ERBB4	ERBB2	ErbB signaling pathway	Not Directed
ORC1L	MCM3	Cell cycle	Not Directed
Adrenomedullin	AM-R	Fatty acid oxidation I	Not Directed
C3	C5	Complement and coagulation cascades	Not Directed
ERBB2	ERBB2	ErbB signaling pathway	Not Directed
C6	C7	Complement and coagulation cascades	Not Directed
RXRA	ACOX1	PPAR signaling pathway	Not Directed
CASP3	CASP6	Apoptosis	Not Directed
PPARA	CYP8B1	PPAR signaling pathway	Not Directed
CAP1	Actin	Role of adenylate cyclase in cytoskeleton regulation	Not Directed
PIK3R5	AKT3	Toll-like receptor signaling pathway	Not Directed
MCM5	MCM4	Cell cycle	Not Directed
ERBB2	GRB2	ErbB signaling pathway	Not Directed
Erk (MAPK1/3)	Elk-1	Erk Interactions: Activation and selected Erk targets	Not Directed
CDK7	CCNH	Cell cycle	Not Directed
HNF1A	HNF4A	Maturity onset diabetes of the young	Not Directed
PPARA	NR1H3	PPAR signaling pathway	Not Directed
alpha-L/beta-2 integrin	JAB1	IMP biosynthesis	Not Directed
PXN	ITGB1	Focal adhesion	Not Directed
Ca('2) cytosol	Galpha(q)-specific metabotropic glutamate GPCRs	Glycolysis and gluconeogenesis	Not Directed
AKT3	CHUK	Pancreatic cancer	Not Directed
YKT6	VTI1B	SNARE interactions in vesicular transport	Not Directed
PPARG	GK	PPAR signaling pathway	Not Directed
ACVR1	BMPR2	Cytokine-cytokine receptor interaction	Not Directed
SYK	LCP2	Fc epsilon RI signaling pathway	Not Directed
IL18RAP	IL18R1	Cytokine-cytokine receptor interaction	Not Directed
NFYA	CIITA	Antigen processing and presentation	Not Directed
IQGAP1	440915	Adherens junction	Not Directed
ORC3L	MCM7	Cell cycle	Not Directed
RalGEF2	RalA	NAD metabolism	Not Directed
RXRA	PLIN	PPAR signaling pathway	Not Directed
MAP3K7	MAP2K3	Toll-like receptor signaling pathway	Not Directed
ITGAL	PTK2B	Leukocyte transendothelial migration	Not Directed
SOCS1	INSR	Type II diabetes mellitus	Not Directed
Granzyme B	Caspase-7	Caspases cascade activation by granzyme and other signaling proteins	Not Directed
MAP2K1	MAPK1	Acute myeloid leukemia	Not Directed
ITGB1	ITGA11	Focal adhesion	Not Directed
RAC1	MAP3K1	MAPK signaling pathway	Not Directed
MDS032	STX18	SNARE interactions in vesicular transport	Not Directed
CIITA	CD74	Antigen processing and presentation	Not Directed
MAP3K1	MAP2K4	MAPK signaling pathway	Not Directed
SOS1	RRAS2	MAPK signaling pathway	Not Directed
RBL1	TFDP1	Cell cycle	Not Directed
CIITA	CREB1	Fatty acid synthesis II	Not Directed
SPP1	ITGA4	ECM-receptor interaction	Not Directed
Erk (MAPK1/3)	c-Myc	Fatty acid oxidation II	Not Directed
AMH	AMHR2	Cytokine-cytokine receptor interaction	Not Directed
GABA	GABA-C receptors	Folic acid metabolism	Not Directed
ORC1L	MCM5	Cell cycle	Not Directed
Bcl-XL	Bak	Triacylglycerol metabolism	Not Directed
ITGA11	CSK	Regulation of actin cytoskeleton	Not Directed
WNT16	FZD10	Melanogenesis	Not Directed
TJP1	CTTN	Tight junction	Not Directed
IL24	IL22RA1	Cytokine-cytokine receptor interaction	Not Directed
DIAPH3	BAIAP2	Regulation of actin cytoskeleton	Not Directed
BRAF	MAP2K1	MAPK signaling pathway	Not Directed
AKT3	GSK3B	ErbB signaling pathway	Not Directed
Plasmin	Thrombospondin 1	Triacylglycerol metabolism	Not Directed
CSNK1D	CRY1	Circadian rhythm	Not Directed
CDC42	MAPK14	VEGF signaling pathway	Not Directed
NFKB1	CCND1	Small cell lung cancer	Not Directed
"5beta-pregnan-3,20-dione"	PXR	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
FZD10	DVL1	Wnt signaling pathway	Not Directed
MAP3K7	MAP3K7IP1	Toll-like receptor signaling pathway	Not Directed
FN1	ITGB7	ECM-receptor interaction	Not Directed
ARHGEF6	RAC1	Regulation of actin cytoskeleton	Not Directed
PTK2B	RAC1	Natural killer cell mediated cytotoxicity	Not Directed
IFNB1	IFNAR2	Cytokine-cytokine receptor interaction	Not Directed
F10	F2	Complement and coagulation cascades	Not Directed
JAM3	ITGB2	Cell adhesion molecules (CAMs)	Not Directed
BUB1	MAD1L1	Cell cycle	Not Directed
TYROBP	NCR2	Natural killer cell mediated cytotoxicity	Not Directed
RFX5	HLA-DMA	Antigen processing and presentation	Not Directed
SMAD4	SP1	TGF-beta signaling pathway	Not Directed
IL24	IL20RA	Cytokine-cytokine receptor interaction	Not Directed
IKBKG	CHUK	T cell receptor signaling pathway	Not Directed
YWHAQ	CDC25B	Cell cycle	Not Directed
NFYA	HLA-A	Antigen processing and presentation	Not Directed
HSD11B1	"NAD(P)H + pregn-4-en-3,11,20-trione = 11beta-11-hydroxy-pregn-4-en-3,20-dione + NAD(P)('+)"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
SOS1	HRAS	Non-small cell lung cancer	Not Directed
PPARA	CPT1C	PPAR signaling pathway	Not Directed
ERBB2	JAK1	Pancreatic cancer	Not Directed
CXCL12	CXCR4	Axon guidance	Not Directed
RAC1	ABI2	Regulation of actin cytoskeleton	Not Directed
LAMC3	ITGB1	Small cell lung cancer	Not Directed
LEPR	JAK1	Adipocytokine signaling pathway	Not Directed
TFIIE	RNA polymerase II	Heme metabolism	Not Directed
MAPK1	TNF	Natural killer cell mediated cytotoxicity	Not Directed
GSK3B	FRAT1	Wnt signaling pathway	Not Directed
APH1A	PSEN1	Notch signaling pathway	Not Directed
MET	CTNND1	Adherens junction	Not Directed
PTK2	CAPN2	Focal adhesion	Not Directed
GSK3B	CREB3	Prostate cancer	Not Directed
RYR1	PRKCA	Long-term depression	Not Directed
AKT3	CASP9	Prostate cancer	Not Directed
ATG7	ATG3	Regulation of autophagy	Not Directed
RHOA	ROCK1	Axon guidance	Not Directed
MAPK8	ELK1	MAPK signaling pathway	Not Directed
CAMK4	CREBBP	Long-term potentiation	Not Directed
FasR(CD95)	FADD	Polyamines metabolism	Not Directed
PPARD	ACOX1	PPAR signaling pathway	Not Directed
MTA2	FKBP3	Cholesterol metabolism I  Cholesterol Biosynthesis	Not Directed
CAMK2A	GRM1	Long-term potentiation	Not Directed
TIRAP	IRAK4	Toll-like receptor signaling pathway	Not Directed
HIF1A	ALDOA	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
MLK3(MAP3K11)	MEK6(MAP2K6)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
TGFB2	TGFBR2	Cytokine-cytokine receptor interaction	Not Directed
CYP21A2	"NAD(P)H + O(,2) + 3beta,17alpha-3,17-dihydroxy-pregn-5-en-20-one = H(,2)O + NAD(P)('+) + 3beta,17alpha-3,17,21-trihydroxy-pregn-5-en-20-one"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
KARS	SOD1	Amyotrophic lateral sclerosis (ALS)	Not Directed
ICAM1	Cytohesin1	Phenylalanine metabolism	Not Directed
IFNB1	IFNAR1	Toll-like receptor signaling pathway	Not Directed
MAPK14	ELK4	MAPK signaling pathway	Not Directed
WASF2	BAIAP2	Adherens junction	Not Directed
PP2C beta	BAD	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
UBC12	NEDD8	dCTP/dUTP metabolism	Not Directed
TGFB1	ACVR1C	Pancreatic cancer	Not Directed
GNA11	PLCB1	Long-term depression	Not Directed
TOLLIP	IRAK4	Toll-like receptor signaling pathway	Not Directed
ONECUT1	HNF1B	Maturity onset diabetes of the young	Not Directed
VEGFC	FLT4	Cytokine-cytokine receptor interaction	Not Directed
HRAS	ARAF	Glioma	Not Directed
RB1	TFDP1	Cell cycle	Not Directed
MMP2	HBEGF	GnRH signaling pathway	Not Directed
RALA	RALBP1	Pancreatic cancer	Not Directed
CDH5	CTNNB1	Leukocyte transendothelial migration	Not Directed
MAP3K7	MAP2K4	Toll-like receptor signaling pathway	Not Directed
BMPR1A	ACVR2A	Cytokine-cytokine receptor interaction	Not Directed
IL15	IL15RA	Cytokine-cytokine receptor interaction	Not Directed
PPM1A	MAP2K4	MAPK signaling pathway	Not Directed
TFG	HRAS	Thyroid cancer	Not Directed
GSK3B	GLI1	Hedgehog signaling pathway	Not Directed
ARAF	MAP2K1	ErbB signaling pathway	Not Directed
FN1	ITGA8	ECM-receptor interaction	Not Directed
RASGRF2	H-Ras	ATP/ITP metabolism	Not Directed
RASA1	RRAS2	MAPK signaling pathway	Not Directed
PREP1	PF4	Role of PBX in fibroblasts signaling pathways	Not Directed
PRKCA	PLA2G2D	GnRH signaling pathway	Not Directed
LAMC3	ITGB8	ECM-receptor interaction	Not Directed
BUB3	MAD2L2	Cell cycle	Not Directed
HRAS	ARAF	Natural killer cell mediated cytotoxicity	Not Directed
RXRA	ILK	PPAR signaling pathway	Not Directed
RAP-1A	c-Raf-1	CTP/UTP metabolism	Not Directed
AKT3	CASP9	Endometrial cancer	Not Directed
MAPK1	SMAD4	TGF-beta signaling pathway	Not Directed
ARNTL	NR1D1	Circadian rhythm	Not Directed
MIF	JAB1	Folic acid metabolism	Not Directed
ACVR1	ACVR2B	Cytokine-cytokine receptor interaction	Not Directed
CDC20	PTTG2	Cell cycle	Not Directed
FCER1G	NCR3	Natural killer cell mediated cytotoxicity	Not Directed
PKC-alpha	Btk	Propionate metabolism. Part I	Not Directed
11261	NFAT5	VEGF signaling pathway	Not Directed
GRB2	SOS1	Chronic myeloid leukemia	Not Directed
MAP3K5	MAP2K6	MAPK signaling pathway	Not Directed
ITGB2	ITGAL	Natural killer cell mediated cytotoxicity	Not Directed
AKT3	BAD	Non-small cell lung cancer	Not Directed
ORC1L	MCM7	Cell cycle	Not Directed
TSC2	RHEB	Insulin signaling pathway	Not Directed
IKBKE	NFKBIA	Toll-like receptor signaling pathway	Not Directed
MAPK1	ETS1	Renal cell carcinoma	Not Directed
RBX1	SKP1A	TGF-beta signaling pathway	Not Directed
PAX6	IAPP	Maturity onset diabetes of the young	Not Directed
IRS-4	PI3K reg class IA	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
MAP3K14	NFKB1	MAPK signaling pathway	Not Directed
LAMC3	ITGA6	ECM-receptor interaction	Not Directed
BUB1B	MAD2L2	Cell cycle	Not Directed
PP2A catalytic	Axin	Propionate metabolism. Part II	Not Directed
IL3	CSF2RB	Cytokine-cytokine receptor interaction	Not Directed
RAC1	CYBB	Leukocyte transendothelial migration	Not Directed
COL1A1	ITGAV	ECM-receptor interaction	Not Directed
SMAD1	p300	UMP biosynthesis	Not Directed
UBE1	UBE2C	Ubiquitin mediated proteolysis	Not Directed
PCNA	CDK4	Cell cycle	Not Directed
CD28	ITK	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
MCM5	MCM3	Cell cycle	Not Directed
KIT	GRB2	Acute myeloid leukemia	Not Directed
GRB2	SOS1	Gap junction	Not Directed
ABL1	MYC	Chronic myeloid leukemia	Not Directed
HOXB1	PBX1a/HOXB1	Role of PBX in fibroblasts signaling pathways	Not Directed
CDC2	GJA1	Gap junction	Not Directed
BMP2	BMPR1B	Cytokine-cytokine receptor interaction	Not Directed
Leukocyte elastase	Proepithelin	Phospholipid metabolism I	Not Directed
MAPK8	JUN	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
XCL1	XCR1	Cytokine-cytokine receptor interaction	Not Directed
GLI1	PTCH1	Hedgehog signaling pathway	Not Directed
LEF1	PPARD	Wnt signaling pathway	Not Directed
SUMO-1	DAXX	Glycolysis and gluconeogenesis	Not Directed
GRB2	GAB2	Chronic myeloid leukemia	Not Directed
Caspase-3	Actin	Caspases cascade activation by granzyme and other signaling proteins	Not Directed
MAP2K1	MAPK1	Melanoma	Not Directed
CTNNB1	CDH1	Endometrial cancer	Not Directed
Ubiquitin	Septin 5 (CDC-REL1)	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
BMP7	ACVR2A	Cytokine-cytokine receptor interaction	Not Directed
SUFU	STK36	Hedgehog signaling pathway	Not Directed
Galpha(i)-specific cannabis GPSRs	G-protein alpha-i family	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
ASP	TYRP1	Phosphatidylinositol metabolism	Not Directed
TJP3	INADL	Tight junction	Not Directed
"PtdIns(4,5)P2"	N-WASP	Pleckstrin homology proteins interactions. Part III	Not Directed
KRAS	ARAF	Colorectal cancer	Not Directed
TNFSF13	TNFRSF13B	Cytokine-cytokine receptor interaction	Not Directed
CRK	ABL1	ErbB signaling pathway	Not Directed
NPAS2	BHLHB3	Circadian rhythm	Not Directed
MafB	HOXB3	Urea cycle	Not Directed
CDC25A	CDC2	Cell cycle	Not Directed
Ca('2) cytosol	eNOS	Serotonin metabolism	Not Directed
INS	INSR	Type II diabetes mellitus	Not Directed
GRB2	SOS1	Glioma	Not Directed
CCL23	CCR1	Cytokine-cytokine receptor interaction	Not Directed
MAP3K13	MAP2K7	MAPK signaling pathway	Not Directed
NCK1	PAK4	ErbB signaling pathway	Not Directed
NTN1	DCC	Axon guidance	Not Directed
DOCK1	RAC1	Regulation of actin cytoskeleton	Not Directed
PRKACA	GRIA1	Long-term potentiation	Not Directed
NPAS2	PER1	Circadian rhythm	Not Directed
JAK1	Lck	Triacylglycerol metabolism	Not Directed
SSX2IP	MLLT4	Adherens junction	Not Directed
SKP1	SKP2	Phospholipid metabolism II	Not Directed
EXOC7	SLC2A4	Insulin signaling pathway	Not Directed
TNFSF13B	TNFRSF13B	Cytokine-cytokine receptor interaction	Not Directed
BCAR1	DOCK1	Regulation of actin cytoskeleton	Not Directed
TBL1X	APC2	Wnt signaling pathway	Not Directed
ADRB1	GNAS	Gap junction	Not Directed
MEKK1(MAP3K1)	MEK3(MAP2K3)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
AKT3	CDKN1B	Prostate cancer	Not Directed
C1R	C1S	Complement and coagulation cascades	Not Directed
TNFSF13	TNFRSF17	Cytokine-cytokine receptor interaction	Not Directed
INHBB	ACVR1B	Cytokine-cytokine receptor interaction	Not Directed
EVI1	HDAC1	Chronic myeloid leukemia	Not Directed
BRAF	MAP2K1	Thyroid cancer	Not Directed
PRKCA	CACNA1A	Long-term depression	Not Directed
c-Src	Nucleolin	Aminosugars metabolism	Not Directed
F11R	ITGB2	Cell adhesion molecules (CAMs)	Not Directed
p130CAS	CRK	Ascorbate metabolism	Not Directed
SMAD4	ID1	TGF-beta signaling pathway	Not Directed
Slp76	VAV-1	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
ORC5L	MCM4	Cell cycle	Not Directed
CRK	CRK	Chronic myeloid leukemia	Not Directed
EDA	EDAR	Cytokine-cytokine receptor interaction	Not Directed
14-3-3 epsilon	BAD	Caspases cascade activation by granzyme and other signaling proteins	Not Directed
CDC42	WAS	Regulation of actin cytoskeleton	Not Directed
TNFRSF1A	CASP3	MAPK signaling pathway	Not Directed
IL7	IL2RG	Cytokine-cytokine receptor interaction	Not Directed
HSD3B2	"NAD('+) + 3beta-3-hydroxy-pregn-5-en-20-one = NADH + Pregn-4-en-3,20-dione"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
NEUROG3	NEUROD1	Maturity onset diabetes of the young	Not Directed
SKP2	CDKN1B	Small cell lung cancer	Not Directed
KRAS	ARAF	Acute myeloid leukemia	Not Directed
SUMO-1	DAXX	Fructose metabolism	Not Directed
NFKBIA	NFKB1	B cell receptor signaling pathway	Not Directed
SPA1	RAP-1A	TTP metabolism	Not Directed
SH2D1A	FYN	Natural killer cell mediated cytotoxicity	Not Directed
RHOA	ROCK1	Focal adhesion	Not Directed
AKT3	NOS3	VEGF signaling pathway	Not Directed
CCL13	CCR3	Cytokine-cytokine receptor interaction	Not Directed
GRM1	GNA13	Long-term depression	Not Directed
PPARD	UBC	PPAR signaling pathway	Not Directed
STAT1	CD40	Toll-like receptor signaling pathway	Not Directed
KCNJ11	CACNA1A	Type II diabetes mellitus	Not Directed
ORC3L	MCM3	Cell cycle	Not Directed
PRKCA	440915	Tight junction	Not Directed
Adenosine	Adenosine A2b receptor	A2BR signaling via G-beta/gamma dimer.  Activation of PH-domain proteins. (map 2)	Not Directed
ARAF	MAP2K1	Endometrial cancer	Not Directed
NRAS	PIK3R5	Melanoma	Not Directed
IKBKB	NFKBIA	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
Arp2/3	Actin cytoskeletal	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
MLK3(MAP3K11)	MEK4(MAP2K4)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
"PtdIns(3,4,5)P3"	DOK1	Pleckstrin homology proteins interactions. Part III	Not Directed
EGFR	STAT5A	ErbB signaling pathway	Not Directed
IL1R1	MAP3K7IP1	MAPK signaling pathway	Not Directed
"PtdIns(3,4,5)P3"	DDEF2(PAG3)	Pleckstrin homology proteins interactions. Part II	Not Directed
JAK3	IRS-2	Arachidonic acid production	Not Directed
MCM6	MCM4	Cell cycle	Not Directed
ITGB3	ITGA2B	ECM-receptor interaction	Not Directed
ORC2L	MCM4	Cell cycle	Not Directed
MAPK1	GJA1	Gap junction	Not Directed
MEIS1	PF4	Role of PBX in fibroblasts signaling pathways	Not Directed
LYN	BTK	Fc epsilon RI signaling pathway	Not Directed
SELL	MADCAM1	Cell adhesion molecules (CAMs)	Not Directed
Ghrelin	GHS-R	Gs-a Specific GPCRs  (in brain)	Not Directed
GADD45G	PCNA	Cell cycle	Not Directed
RXRA	EHHADH	PPAR signaling pathway	Not Directed
TNF	TNFRSF1B	Adipocytokine signaling pathway	Not Directed
INHBA	ACVR2A	TGF-beta signaling pathway	Not Directed
PVRL3	PVRL3	Adherens junction	Not Directed
HSD11B2	"NAD(P)H + pregn-4-en-3,11,20-trione = 11beta-11-hydroxy-pregn-4-en-3,20-dione + NAD(P)('+)"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
ITGB2	ITGAM	Leukocyte transendothelial migration	Not Directed
ARAF	MAP2K1	Prostate cancer	Not Directed
KDR	PIK3R5	VEGF signaling pathway	Not Directed
SULT2A1	"adenosine 3'-phosphate 5'-phosphosulfate + 3beta,17alpha-3,17-dihydroxy-pregn-5-en-20-one = 3beta,17alpha-3,17-dihydroxy-pregn-5-en-20-one 3-sulfate + adenosine 3',5'-bisphosphate"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
CDK4	CCND1	Chronic myeloid leukemia	Not Directed
CALML6	11261	Long-term potentiation	Not Directed
RHOA	MAPK8	Wnt signaling pathway	Not Directed
ethanol	Glycine receptor	Fatty acid oxidation I	Not Directed
TGFA	EGFR	Glioma	Not Directed
CDH5	CDH5	Cell adhesion molecules (CAMs)	Not Directed
INS	INSR	Insulin signaling pathway	Not Directed
NRG4	ERBB4	ErbB signaling pathway	Not Directed
CDC25B	CDK1 (p34)	Phospholipid metabolism III	Not Directed
ARHGEF7	GIT1	Regulation of actin cytoskeleton	Not Directed
CD40LG	CD40	Cell adhesion molecules (CAMs)	Not Directed
SMAR1	p53	Gamma-aminobutyrate (GABA) metabolism	Not Directed
PPARA	CPT1C	Adipocytokine signaling pathway	Not Directed
IL13	IL13RA1	Cytokine-cytokine receptor interaction	Not Directed
AR	HSP90B1	Prostate cancer	Not Directed
GNAL	ADCY1	Calcium signaling pathway	Not Directed
Shc	SOS	Pleckstrin homology proteins interactions. Part I	Not Directed
FLNA	ITGB1	Focal adhesion	Not Directed
ELK4	ELK1	MAPK signaling pathway	Not Directed
RELN	ITGA3	ECM-receptor interaction	Not Directed
APAF1	CASP9	Apoptosis	Not Directed
SMAR1	p53	Arginine metabolism	Not Directed
CFD	C3	Complement and coagulation cascades	Not Directed
WNT4	FZD6	G12a specific GPCRs (in brain)	Not Directed
FRAT1	DVL1	Wnt signaling pathway	Not Directed
CDC42	JNK(MAPK8-10)	ATP metabolism	Not Directed
F11R	ITGAL	Leukocyte transendothelial migration	Not Directed
ORC2L	MCM7	Cell cycle	Not Directed
HSD17B7	"20-hydroxy-pregn-4-en-3-one + NAD(P)('+) = NAD(P)H + Pregn-4-en-3,20-dione"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
TGFB1	TGFBR2	Chronic myeloid leukemia	Not Directed
SRC	PIK3R5	VEGF signaling pathway	Not Directed
p70 S6 kinase2	BAD	Erk Interactions: Activation and selected Erk targets	Not Directed
MYD88	IRAK1	Toll-like receptor signaling pathway	Not Directed
PRKG1	GJA1	Gap junction	Not Directed
CDH15	CDH15	Cell adhesion molecules (CAMs)	Not Directed
PBX1/PREP1	COL5A2	Role of PBX in fibroblasts signaling pathways	Not Directed
TNF	TNFRSF1B	Cytokine-cytokine receptor interaction	Not Directed
Fyn	Btk	Triacylglycerol metabolism	Not Directed
ORC6L	MCM3	Cell cycle	Not Directed
GFRalpha2	RET	Polyamines metabolism	Not Directed
PRKCB1	CARD11	B cell receptor signaling pathway	Not Directed
CHUK	NFKB1	Acute myeloid leukemia	Not Directed
ICAM1	ITGB2	Natural killer cell mediated cytotoxicity	Not Directed
PRKCA	RAF1	MAPK signaling pathway	Not Directed
ITGB2	ITGAL	Cell adhesion molecules (CAMs)	Not Directed
TLR7	MYD88	Toll-like receptor signaling pathway	Not Directed
PKC	SERT	dATP/dITP metabolism	Not Directed
JAM2	ITGB1	Cell adhesion molecules (CAMs)	Not Directed
TRAF2	MAP4K2	MAPK signaling pathway	Not Directed
ITGB2	PTK2B	Natural killer cell mediated cytotoxicity	Not Directed
PP2C beta	BAD	Folic acid metabolism	Not Directed
MAPK8IP2	MAP3K10	MAPK signaling pathway	Not Directed
LAT	Syk	Phospholipid metabolism I	Not Directed
HBEGF	EGFR	ErbB signaling pathway	Not Directed
AKT3	CHUK	Apoptosis	Not Directed
NFKB1	CD80	Toll-like receptor signaling pathway	Not Directed
CDC6	ORC4L	Cell cycle	Not Directed
MAP3K7	IKBKG	Toll-like receptor signaling pathway	Not Directed
ASIP	MC1R	Melanogenesis	Not Directed
PPARG	OLR1	PPAR signaling pathway	Not Directed
FAK1	Shc	Fatty acid oxidation II	Not Directed
CYP11A1	Cholesterol + [O] = 22(R)-hydroxycholesterol	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
PPARG	PCK1	PPAR signaling pathway	Not Directed
ITGAL	ICAM1	Cell adhesion molecules (CAMs)	Not Directed
CCL17	CCR4	Cytokine-cytokine receptor interaction	Not Directed
SELPLG	SELE	Cell adhesion molecules (CAMs)	Not Directed
ROCK1	MYL6	Leukocyte transendothelial migration	Not Directed
CDKN1B	CCNA2	Cell cycle	Not Directed
SFN	CCNB3	Cell cycle	Not Directed
KRAS	RASSF1	Non-small cell lung cancer	Not Directed
CBLC	JAK1	Jak-STAT signaling pathway	Not Directed
ROBO1	SRGAP2	Axon guidance	Not Directed
MAPK8	JUND	MAPK signaling pathway	Not Directed
SMURF1	ACVR1C	TGF-beta signaling pathway	Not Directed
MALT1	IKBKG	T cell receptor signaling pathway	Not Directed
IL28A	IL10RB	Cytokine-cytokine receptor interaction	Not Directed
CALML6	NOS1	Calcium signaling pathway	Not Directed
LCP2	PLCG1	Fc epsilon RI signaling pathway	Not Directed
RHOA	DIAPH1	Focal adhesion	Not Directed
EGFR	PIK3R5	Endometrial cancer	Not Directed
